PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,Id,SalePrice
2.200553882444725,-0.446268230969257,-0.5977984351452817,-2.7692184831524105,0.203362526687501,0.08137969454096189,0.666258036922068,-0.166709967488591,-0.19287292049752888,-0.9914767421218982,-0.061696740390973566,-1.011278897594035,-0.30375846936073103,-0.3023401233547246,0.12114942764142907,0.4476916315342796,-0.07242044487601507,-0.3808691700846954,-0.4411179412187335,-0.28500264316038526,-0.271491291657785,0.5438022717140744,-0.1205572168613336,0.4534538390281479,-0.5230842897959737,0.04401469216347106,0.03300222893523707,0.16412937793092178,-0.02829865134107022,0.06670617392578025,-0.43425002547745317,-0.03803675133189116,0.04718247621184362,-0.3015370174912923,0.3192825333413404,0.03781721089195224,-0.23860257041526417,0.019045357315865333,-0.20294910428358218,-0.007163930440332014,0.015040131593759222,0.0055093150655938245,-0.23830382521315355,0.26123828046952513,-0.3755167942698408,0.1815705984291747,0.2724292604051331,-0.13968755362298393,0.09023122744613754,0.23958776873627763,1,208500
0.7993541524413476,-0.8985970096250325,0.4901179106960335,1.6819675764021822,1.1827768226091149,-1.1134671049005782,-1.7199544560434188,0.42231411975167094,0.6825611883824678,-0.009091117463214874,-1.2081186974564346,-0.7308635701130031,0.8139834046144913,0.35897283203514346,-0.3389015434027912,0.2447778980777307,0.8711291326290056,-0.19542842886040374,0.5650293992668953,0.9872554160848154,0.4106544654731605,-0.508047443463373,1.0455080384215965,0.31508677817375313,0.5724165844947904,-0.26857994631262366,-0.27583266476515667,-0.22215643157442716,0.16977023309753753,0.5297173919845024,0.5520963469474433,-0.464479828402042,0.5749026705199596,0.3416092127095486,-0.3618416262836847,1.0475197975475643,-0.09413372330343756,-0.20607128542821912,0.16921840087218487,-1.0962191477429355,-1.0388072468793248,-0.2146238234480764,-0.19176988300526734,-0.32743976722587587,0.03984449018194948,-0.052603895965687555,0.7155952800534414,0.19437045167416622,0.35657008506837495,-0.3561648707221036,2,181500
2.8392543236249668,-0.141517646322372,-0.46931460269994957,-1.8399253488258243,0.10527091975746171,-0.23314487513210302,0.43888259369277427,0.429004926398242,0.4217233391684252,-0.5575351158349497,-0.8045730236709381,-0.16925865822426947,-0.8220657059390147,0.18129760233790282,-0.18984848324842943,-0.34072416105270215,0.29543944871035266,-0.441667782537292,-0.2219293608954283,-0.22400434839849703,-0.31507960095354925,0.595553093242674,-0.05026971710749366,0.5447932814941124,-0.16172876509278197,0.09305729603325172,-0.11813965043523371,0.15849994486444774,-0.10664235871172115,0.20033120471510257,-0.47913736857245115,-0.03553192228879391,-0.2815745466980872,-0.3949780972396476,0.30386969565024924,-0.08589375160540104,0.31804108058192515,-0.18367891470155928,-0.1304591883581841,-0.08166424621928045,0.2871707711909225,-0.19443680238455646,0.056423251447349616,-0.1339702791990893,-0.3675852713508079,0.23495259670994534,0.10545147093622054,0.1724374900745787,-0.005816109810623899,0.5501882326863154,3,223500
-0.3127295873429281,1.3958484562298572,0.5935542511481209,-0.6390401715846195,-0.10231934789100727,0.601328657292793,-0.8390960095374305,1.0461129652885532,-0.3142479438058105,1.044004588636676,0.26909761686713174,-0.0021250056370862424,-1.0657309774620376,-0.9780062035086323,-0.7756569622900578,-1.1391719261888071,-0.17936229628745834,-0.36779635082801615,-0.38958686205262694,-0.424540002176367,-0.14160755208543713,-0.22360660682661726,-0.2346902894179569,-0.03902638223608346,0.5490586396186347,0.9117884702571268,0.6159891575170956,-0.32770841714341753,-0.2917883905476111,0.06175746063646675,0.202526694803802,-0.7028904143079602,0.022454752047443242,-0.3243253548025461,0.521517380280639,-0.04246092948548118,-0.5291907178805906,-0.13675754938565313,0.5770483320807194,0.7090407502831045,0.4978192955322959,-0.5178443748175433,-0.5971623045714044,0.4105659646972771,0.5061586411203848,0.2858210299972597,0.011202044498405755,-0.7836404332476898,0.17112328368280263,0.47927703483430223,4,140000
4.596627307348195,0.1656396539425357,1.0447453300178966,-1.3439670863212687,-0.42987765334247047,-0.30869299081162527,0.018303787046560962,0.35996741768629886,1.1139807886852229,0.18304735819553766,-0.30597380588267953,-0.801920802678907,-0.25834762722104687,0.32020617947091556,0.061244563051584294,-0.6621194849381692,0.05593467984128811,-0.41262786577603994,-0.4393364134978966,-0.364238016273728,0.023413934393323482,0.5320562943906015,0.42473928132257166,0.3687898729747069,0.13113510715324536,0.4622588618686125,0.004635138613573476,-0.21813278885674478,0.36828077787980007,0.4881895436944714,0.26756100202528876,-0.3691373332474206,-0.0677266030567988,-0.08493768601297491,-0.021500404329283653,0.29109145747212406,-0.008145173892743251,0.16153260082058402,-0.04282523950425646,0.37974507394710416,0.2825114290331087,-0.08278548963129463,-0.1417247034441265,0.07681227020605906,-0.1530948359341093,-0.05989567859375683,0.11729477948031201,0.20490988110711758,0.016016787045901683,-0.026762484236254595,5,250000
-0.5111045647673996,-1.6016995745614073,0.35022434991722146,-0.43135303639076067,0.7032138797704369,0.5976211704936168,2.46943594904303,-0.5933007742013355,0.9551847582107894,-0.2771129449331541,-0.512105502293062,-0.6042927054150075,-2.327986891187044,-0.5683573147593572,0.2035988871716023,-0.6114050884609425,-0.8832883817048364,-0.2691099627448733,-0.1082203719757637,0.07531994542148972,0.08020770240713755,0.35390117922925024,-0.06751222624126221,0.10479401338309222,-1.1438692039327432,-0.693380582806782,-0.5983213485263993,-0.0885104034871016,0.45448625896826705,-0.6919966597855666,0.05903727394439607,0.5779886838596128,0.42644230099988994,-0.8534453739411132,-0.2789623246995249,-0.16342311119556682,0.27482268754144623,-0.5464003947791544,0.08780077159926607,0.5200943091365658,-0.07666337053872603,0.3356794147109225,0.5638578276862349,0.21923640087933974,0.22716512013087914,0.1267901046659123,-0.14896886330049902,-0.17342301091900658,0.14926194772226756,0.10131152881335291,6,143000
4.012411812349308,-1.2525794558243812,-0.8768441116468702,0.7869180955151872,-0.23716476275618015,-1.0785023885377139,-0.09025434455695606,-0.3180964496274397,-0.6117501453345476,0.4853765748751147,-0.15210768014189624,-0.29917540969617556,0.08293191466702694,-0.048645710955135354,-0.2780385771061233,0.36535675694096353,0.13629491153890522,-1.0479144203332458,-0.4598558247362991,0.3435534349436615,-0.21129578679314112,0.24643977663449976,-0.05034179083020883,0.056138629451967265,0.2533922417150522,-0.006140932399282594,0.1439126502311769,0.24788788700920383,0.6545090629267045,0.17682435510658853,-0.3079536687268836,0.37702588158427325,-0.25376462156809193,0.10833695035207495,-0.5465340142782078,0.19857723990658,-0.17026380503703636,-0.013709013748440368,0.1900056777692068,-0.036852930560046175,-0.5262478578113603,-0.2236205237769178,0.03997162652932024,0.15108480910258268,0.2076619431066928,-0.41016431351410987,-0.36896291790523866,0.270497009527325,-0.3012091113959549,0.0012840398911068472,7,307000
2.1799181762326096,-0.5332732441460722,2.085365478441234,-0.7488379750254343,0.8131574805689302,-1.0828937457996695,-0.17174474669242443,2.253896610913093,-0.3724125629802075,-1.8198552332904194,0.3149162599969534,1.1133395198238438,0.02985789174125126,0.09705695167275587,0.5484841485218555,-0.8465509519459811,0.5178001832816845,0.5845115446217916,-0.5270371575470472,-0.3530348779310556,0.6075720207024375,0.39528680652236786,-0.44201590184599704,0.4554549870411698,0.5222849723338836,0.7438505407553535,-0.38937460772780785,0.1932297247123935,1.001902223978266,-0.041830075117466115,0.401210179233133,0.5983939678514822,-0.010616301850882248,-0.4308257870754918,-0.7471595676658347,0.3614823976738294,-0.16744222829139818,-0.324648365878669,0.21506495575567822,-0.6391864685671166,-0.5253527565741235,-0.24425453287455906,-0.3348600616490719,0.20813407440280438,0.2529245056483665,-0.13252646208713045,0.3504466211179987,0.1427799508053107,-0.3356827038656723,0.29997322858290737,8,200000
-1.4167839079874958,2.101613223896541,0.357022372832732,-0.648588799875412,-0.49131549612846237,-0.1290788323873613,-0.7747624166695891,1.2668087480932047,-1.5293873730226926,1.8352693325104052,0.3579698534914008,1.0122591579707128,-0.6766717108919905,0.25165535368229086,0.3096729348602918,-0.3312244357676629,0.4697874962333251,-0.3538557407251336,-0.07482676397458601,0.07521151033868888,0.38750544898349,-0.742320101247663,-0.16350860055475464,0.5889515788965116,-0.13967915924785454,0.02849374707610613,-0.5472548396843138,0.5161577955886587,0.3261300656167153,-0.636385724616658,0.67317623892758,-0.00849198756608408,0.28547551089884415,0.3527943273267794,-0.32696272028141443,0.14978944072958347,0.08148541781978366,-0.4468224360952575,0.4977358177961365,-0.11340128580383572,-0.15055456732301928,-0.18152261176319812,-0.24601232994396094,0.5912013619622807,0.20443235301138077,0.011130376659995977,0.07829882270439398,-0.06785833972269027,0.7779576193204452,0.5243548152427695,9,129900
-2.1750239386361927,-0.6742620954209607,-0.014999781473420435,0.30358308413132523,0.2900859871799182,0.364039807837441,-1.0350409499057764,1.3249042051820692,-1.3507016635525537,0.012985220106093109,-1.504986385822664,1.0714001418836507,-0.9221749313655688,-0.008975767247289214,-0.23894166223838226,0.8057570439433172,-0.1879099335458975,-0.294488158850696,0.6165326915137476,0.7306193141782504,0.05371027833145996,0.23250412049265207,0.42804838844523946,0.5417828335498184,0.2861659618890315,0.6119288202687758,-0.6699068730175654,0.2580169835613388,0.20947006738540586,0.4153496836977671,0.3709525038489892,-0.3371366562017701,0.8150566814731677,-0.34272287495596215,-0.07983139156468524,0.04370859065789902,-0.6039100818673337,-0.10672763217267703,-0.27802250711435766,-0.5525878489752565,-0.1387306744735688,0.03075571330463137,-0.31488626219990973,0.1397737959073994,0.03246280409628924,-0.32345459728521964,0.3728819607930044,0.27751609473891165,-0.05352255814840328,0.16205945910446062,10,118000
