Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Is_Gtl,Is_CompShg,Is_GasA,TotalSF,TotalBath,HouseAge,RemodAge,TotalPorchSF,HasPool,Has2ndFloor,HasGarage,HasBsmt,HasFireplace,OverallQualCond,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,-0.21052631578947367,-0.25407608695652173,0.5,0.0,0.6521739130434783,0.24324324324324326,1.034409990167454,1.0,0.0,0.0,0.0,0.0,0.4,0.45279045279045277,0.0,0.0,-0.8981576375459328,-0.26965174129353237,0.0,-0.4536082474226804,1.0241862152809276,0.0,0.38006952491309387,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,-0.5,0.5897435897435898,0.0,0.0,0.2815734989648033,0.0,0.0,0.0,0.20524704757496567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208500,0.0,0.0,0.0,0.09250879839115134,2.5,-0.6521739130434783,-0.24324324324324326,0.047828260037751695,0.0,1.0,0.0,0.0,-1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,0.5789473684210527,0.030014822134387352,0.0,2.5,0.06521739130434782,-0.4864864864864865,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.8346788346788346,0.0,0.0,-0.40350507823059534,0.5383084577114428,0.0,0.3436426116838488,0.0,0.0,-0.3120896098879876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.10256410256410256,0.0,0.0,-0.08281573498964803,0.0,0.0,1.111219586738534,-0.7694885391345184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,181500,0.0,0.0,0.0,0.05027652086475616,1.0,-0.08695652173913043,0.4594594594594595,-0.7910234186099794,0.0,0.0,0.0,0.0,0.0,1.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,-0.05263157894736842,0.4376235177865613,0.5,0.0,0.6086956521739131,0.21621621621621623,0.9973164550355849,1.0,0.0,0.0,0.0,1.0,0.4,0.14391014391014392,0.0,0.0,-0.07421658007384897,-0.14228855721393036,0.0,-0.32793323514973,1.0263006210619383,0.0,0.4974893781382773,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5384615384615384,0.0,0.0,0.5300207039337475,0.0,0.0,0.0,0.11882169903593251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223500,0.0,0.0,0.0,0.23328305681246858,2.5,-0.6086956521739131,-0.21621621621621623,-0.02654888355707937,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4,-0.47368421052631576,0.017663043478260868,0.5,0.0,-1.2608695652173914,-0.6486486486486487,0.0,0.0,0.0,-1.0,1.0,0.0,0.2,-0.23517023517023516,0.0,0.0,0.09560225824562654,-0.46865671641791046,-0.5,-0.24742268041237114,1.0057176993031265,0.0,0.39088451139436076,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.46153846153846156,-1.0,1.0,0.6708074534161491,0.0,0.0,0.0,0.07685742488511543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,140000,0.0,0.0,0.0,-0.001005530417295123,0.0,1.2173913043478262,0.5945945945945946,0.37363548449749895,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5,0.7894736842105263,1.1812005928853755,1.0,0.0,0.5869565217391305,0.16216216216216217,1.1474961971151127,1.0,0.0,0.0,0.0,2.0,0.4,0.3811863811863812,0.0,0.0,0.020085300609268848,0.3054726368159204,0.0,0.11389297987236131,1.0559302249709233,0.0,1.134028582464272,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,0.25,0.5128205128205128,0.0,1.0,1.474120082815735,0.0,0.0,1.025885798309509,0.27976499974942465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000,0.0,0.0,0.0,0.873805932629462,2.5,-0.5869565217391305,-0.16216216216216217,0.11195796877441135,0.0,1.0,0.0,0.0,0.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
6,0.8421052631578947,1.1453804347826086,-0.5,0.0,0.43478260869565216,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4892944892944893,0.0,0.0,-1.5545375082062662,-0.3890547263681592,0.0,-0.5714285714285714,0.9618739267558668,0.0,-0.15758980301274622,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,-1.0,-0.5,0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.7239074984544315,0.04154139307499861,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,143000,0.0,0.0,0.0,-0.3177476118652589,1.0,-0.41304347826086957,0.0,0.39432312510200673,0.0,1.0,0.0,0.0,-1.0,-1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
7,0.3157894736842105,0.1495800395256917,1.0,0.0,0.6739130434782609,0.2972972972972973,1.024210208618167,1.0,0.0,1.0,0.0,2.0,0.4,1.3836433836433837,0.0,0.0,-0.31818627407295186,1.382089552238806,0.0,1.191948944526264,0.0,0.0,0.3553495558130552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.6153846153846154,0.0,0.0,0.6459627329192547,0.0,0.0,1.0809526558263542,0.189496050763748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,307000,0.0,0.0,0.0,0.9110105580693816,2.0,-0.6956521739130435,-0.32432432432432434,0.034273045376852065,0.0,0.0,0.0,0.0,0.0,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
8,0.0,0.22319664031620554,0.5,1.0,0.0,-0.5675675675675675,1.0738804027509097,0.0,0.0,0.0,0.0,1.0,0.2,0.6676026676026676,3.0,0.0,-0.6157789046231356,0.2298507462686567,0.0,0.039273441335297005,1.0455046831747872,0.0,0.9671687910390112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.25,-0.1794871794871795,0.0,0.0,0.016563146997929608,0.0,0.0,1.065095508281747,0.4448558572407545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,200000,0.0,0.0,0.0,0.726998491704374,2.5,0.021739130434782608,0.5945945945945946,0.39432312510200673,0.0,1.0,0.0,0.0,0.0,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
9,-0.9473684210526315,-0.8296689723320159,0.5,0.0,-0.9130434782608695,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.5365119432735352,-0.07860696517412935,-0.5,-0.12763868433971526,1.0049140095351896,0.0,0.47894940131324837,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.25,-1.2564102564102564,-1.0,0.0,-0.049689440993788817,-1.0,0.0,0.8793272317419578,-0.7694885391345184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129900,0.0,0.0,0.0,0.25339366515837103,0.0,0.9130434782608695,1.1891891891891893,0.29188240723833847,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10,-1.0,-0.5085227272727273,-0.5,1.0,-0.7391304347826086,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.6563706563706564,0.0,0.0,-0.9515154485745604,-0.0009950248756218905,0.0,-0.019636720667648502,0.0,0.0,-0.5979142526071842,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.5,1.0,0.25,-1.0512820512820513,0.0,-1.0,-1.1387163561076605,1.0,0.0,0.0,-0.38937577460157113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118000,0.0,0.0,0.0,-0.40824534942182,0.0,0.7391304347826086,1.1891891891891893,-0.46390062248811487,0.0,0.0,0.0,0.0,0.0,-0.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
